Crash ID,State,Dayweek,Crash Type,Bus Involvement,Articulated Truck Involvement,Speed Limit,Road User,Gender,Age,Christmas Period,Easter Period,Age Group,Day of week,Time of day,DateTime,Year,Hour,Decade
20111054,NSW,Saturday,Single,No,No,60,Passenger,Female,43,No,No,40_to_64,Weekend,Day,2011-05-01 09:05:00,2011,9,2010s
20112005,Vic,Tuesday,Multiple,No,Yes,60,Driver,Male,19,No,No,17_to_25,Weekday,Night,2011-05-01 20:29:00,2011,20,2010s
20111245,NSW,Sunday,Single,No,No,90,Driver,Female,19,No,No,17_to_25,Weekend,Day,2011-05-01 17:45:00,2011,17,2010s
20113205,Qld,Saturday,Single,No,No,100,Passenger,Female,29,No,No,26_to_39,Weekend,Day,2011-05-01 10:00:00,2011,10,2010s
20112243,Vic,Saturday,Single,No,No,100,Driver,Male,29,No,No,26_to_39,Weekend,Day,2011-05-01 10:28:00,2011,10,2010s
20112091,Vic,Sunday,Single,No,No,100,Motorcycle rider,Male,50,No,No,40_to_64,Weekend,Day,2011-05-01 16:29:00,2011,16,2010s
20114079,SA,Saturday,Single,No,No,100,Driver,Female,19,No,No,17_to_25,Weekend,Day,2011-05-01 14:11:00,2011,14,2010s
20114055,SA,Saturday,Multiple,No,No,60,Pedal cyclist,Male,60,No,No,40_to_64,Weekend,Day,2011-05-01 10:15:00,2011,10,2010s
20111148,NSW,Sunday,Multiple,No,No,50,Motorcycle rider,Male,50,No,No,40_to_64,Weekend,Day,2011-05-01 15:48:00,2011,15,2010s
20112143,Vic,Sunday,Single,No,No,60,Driver,Male,42,No,No,40_to_64,Weekend,Night,2011-05-01 00:20:00,2011,0,2010s
20113032,Qld,Saturday,Single,No,No,60,Pedestrian,Male,79,No,No,75_or_older,Weekend,Day,2011-05-01 06:00:00,2011,6,2010s
20111247,NSW,Sunday,Multiple,No,No,110,Driver,Male,86,No,No,75_or_older,Weekend,Day,2011-05-01 11:49:00,2011,11,2010s
20114039,SA,Friday,Single,No,No,90,Motorcycle rider,Male,19,No,No,17_to_25,Weekday,Day,2011-05-01 06:50:00,2011,6,2010s
20111267,NSW,Friday,Single,No,No,110,Passenger,Male,21,No,No,17_to_25,Weekday,Day,2011-05-01 15:00:00,2011,15,2010s
20111044,NSW,Monday,Multiple,No,Yes,100,Passenger,Female,23,No,No,17_to_25,Weekday,Day,2011-05-01 17:39:00,2011,17,2010s
20112237,Vic,Monday,Single,No,No,100,Driver,Male,54,No,No,40_to_64,Weekend,Night,2011-05-01 00:00:00,2011,0,2010s
20113038,Qld,Monday,Multiple,No,No,100,Passenger,Male,24,No,No,17_to_25,Weekday,Day,2011-05-01 09:00:00,2011,9,2010s
20115084,WA,Tuesday,Multiple,No,Yes,90,Driver,Male,18,No,No,17_to_25,Weekday,Day,2011-05-01 07:58:00,2011,7,2010s
20111292,NSW,Monday,Multiple,No,No,80,Driver,Male,17,No,No,17_to_25,Weekday,Day,2011-05-01 11:10:00,2011,11,2010s
20112104,Vic,Thursday,Multiple,No,No,100,Driver,Female,33,No,No,26_to_39,Weekday,Day,2011-05-01 08:15:00,2011,8,2010s
20114003,SA,Wednesday,Single,No,No,100,Driver,Male,35,No,No,26_to_39,Weekday,Day,2011-05-01 17:45:00,2011,17,2010s
20114029,SA,Saturday,Multiple,No,No,100,Driver,Male,78,No,No,75_or_older,Weekend,Night,2011-05-01 18:35:00,2011,18,2010s
20112193,Vic,Tuesday,Multiple,No,No,110,Driver,Male,38,No,No,26_to_39,Weekday,Day,2011-05-01 08:51:00,2011,8,2010s
20111243,NSW,Thursday,Single,No,No,100,Driver,Male,43,No,No,40_to_64,Weekday,Night,2011-05-01 18:30:00,2011,18,2010s
20114080,SA,Wednesday,Multiple,No,Yes,70,Pedal cyclist,Female,44,No,No,40_to_64,Weekday,Day,2011-05-01 13:05:00,2011,13,2010s
20113074,Qld,Friday,Single,No,Yes,100,Driver,Male,58,No,No,40_to_64,Weekday,Day,2011-05-01 11:00:00,2011,11,2010s
20113044,Qld,Tuesday,Multiple,No,No,100,Driver,Female,50,No,No,40_to_64,Weekday,Day,2011-05-01 07:00:00,2011,7,2010s
20111095,NSW,Tuesday,Multiple,No,No,100,Driver,Female,58,No,No,40_to_64,Weekday,Day,2011-05-01 10:30:00,2011,10,2010s
20111218,NSW,Monday,Multiple,No,No,110,Driver,Male,52,No,No,40_to_64,Weekday,Day,2011-05-01 16:30:00,2011,16,2010s
20112077,Vic,Tuesday,Single,No,No,100,Motorcycle rider,Male,45,No,No,40_to_64,Weekday,Day,2011-05-01 09:38:00,2011,9,2010s
20115084,WA,Tuesday,Multiple,No,Yes,90,Passenger,Male,42,No,No,40_to_64,Weekday,Day,2011-05-01 07:58:00,2011,7,2010s
20112147,Vic,Tuesday,Multiple,No,Yes,100,Passenger,Male,60,No,No,40_to_64,Weekday,Day,2011-05-01 12:50:00,2011,12,2010s
20112030,Vic,Monday,Single,No,No,100,Driver,Male,58,No,No,40_to_64,Weekday,Day,2011-05-01 15:00:00,2011,15,2010s
20115098,WA,Monday,Single,No,No,110,Driver,Female,41,No,No,40_to_64,Weekday,Day,2011-05-01 14:45:00,2011,14,2010s
20111316,NSW,Monday,Multiple,No,No,80,Motorcycle rider,Male,20,No,No,17_to_25,Weekday,Day,2011-05-01 15:28:00,2011,15,2010s
20115050,WA,Friday,Multiple,No,No,80,Driver,Male,72,No,No,65_to_74,Weekday,Day,2011-05-01 07:53:00,2011,7,2010s
20115154,WA,Wednesday,Single,No,No,110,Driver,Male,30,No,No,26_to_39,Weekday,Night,2011-05-01 19:00:00,2011,19,2010s
20113149,Qld,Friday,Multiple,No,No,60,Pedal cyclist,Male,18,No,No,17_to_25,Weekday,Day,2011-05-01 16:00:00,2011,16,2010s
20112144,Vic,Thursday,Single,No,No,50,Driver,Male,22,No,No,17_to_25,Weekday,Night,2011-05-01 04:05:00,2011,4,2010s
20112020,Vic,Friday,Multiple,No,No,100,Driver,Female,90,No,No,75_or_older,Weekday,Day,2011-05-01 13:15:00,2011,13,2010s
20112115,Vic,Tuesday,Multiple,No,No,100,Driver,Male,25,No,No,17_to_25,Weekday,Day,2011-05-01 17:55:00,2011,17,2010s
20112084,Vic,Tuesday,Multiple,No,No,70,Driver,Male,37,No,No,26_to_39,Weekday,Night,2011-05-01 18:16:00,2011,18,2010s
20112070,Vic,Wednesday,Multiple,No,No,80,Driver,Female,83,No,No,75_or_older,Weekday,Day,2011-05-01 08:45:00,2011,8,2010s
20112137,Vic,Wednesday,Multiple,No,No,100,Driver,Male,30,No,No,26_to_39,Weekday,Day,2011-05-01 15:40:00,2011,15,2010s
20111044,NSW,Monday,Multiple,No,Yes,100,Driver,Male,38,No,No,26_to_39,Weekday,Day,2011-05-01 17:39:00,2011,17,2010s
20114066,SA,Friday,Multiple,No,No,50,Driver,Female,76,No,No,75_or_older,Weekday,Day,2011-05-01 14:35:00,2011,14,2010s
20115012,WA,Wednesday,Multiple,No,No,70,Driver,Male,81,No,No,75_or_older,Weekday,Day,2011-05-01 17:57:00,2011,17,2010s
20112117,Vic,Monday,Multiple,No,No,80,Driver,Female,83,No,No,75_or_older,Weekday,Day,2011-05-01 11:05:00,2011,11,2010s
20111333,NSW,Tuesday,Multiple,No,No,50,Driver,Male,78,No,No,75_or_older,Weekday,Day,2011-05-01 09:55:00,2011,9,2010s
20111043,NSW,Wednesday,Single,No,Yes,80,Pedestrian,Male,40,No,No,40_to_64,Weekday,Night,2011-05-01 19:30:00,2011,19,2010s
20113036,Qld,Sunday,Single,No,No,60,Pedestrian,Male,19,No,No,17_to_25,Weekend,Day,2011-05-01 16:00:00,2011,16,2010s
20115083,WA,Saturday,Single,No,No,70,Pedestrian,Male,11,No,No,0_to_16,Weekend,Day,2011-05-01 12:25:00,2011,12,2010s
20113122,Qld,Thursday,Single,No,No,90,Pedestrian,Male,60,No,No,40_to_64,Weekday,Day,2011-05-01 17:00:00,2011,17,2010s
20113208,Qld,Thursday,Single,No,No,60,Pedestrian,Female,69,No,No,65_to_74,Weekday,Day,2011-05-01 15:00:00,2011,15,2010s
20113001,Qld,Monday,Single,Yes,No,60,Pedestrian,Female,66,No,No,65_to_74,Weekday,Day,2011-05-01 17:00:00,2011,17,2010s
20111310,NSW,Monday,Single,No,No,50,Pedestrian,Female,86,No,No,75_or_older,Weekday,Day,2011-05-01 17:00:00,2011,17,2010s
20112008,Vic,Wednesday,Single,No,No,100,Driver,Male,43,No,No,40_to_64,Weekday,Night,2011-05-01 21:30:00,2011,21,2010s
20111132,NSW,Wednesday,Single,No,No,60,Pedestrian,Male,76,No,No,75_or_older,Weekday,Day,2011-05-01 06:17:00,2011,6,2010s
20112113,Vic,Thursday,Single,No,No,100,Pedestrian,Male,40,No,No,40_to_64,Weekday,Night,2011-05-01 19:55:00,2011,19,2010s
20112048,Vic,Tuesday,Single,No,No,50,Pedestrian,Male,81,No,No,75_or_older,Weekday,Day,2011-05-01 17:45:00,2011,17,2010s
20113095,Qld,Tuesday,Multiple,No,Yes,100,Driver,Male,84,No,No,75_or_older,Weekday,Night,2011-05-01 05:00:00,2011,5,2010s
20112153,Vic,Thursday,Single,No,No,50,Driver,Male,25,No,No,17_to_25,Weekday,Night,2011-05-01 23:26:00,2011,23,2010s
20113002,Qld,Thursday,Multiple,No,Yes,90,Driver,Female,53,No,No,40_to_64,Weekday,Night,2011-05-01 23:00:00,2011,23,2010s
20112018,Vic,Thursday,Multiple,No,No,100,Driver,Male,66,No,No,65_to_74,Weekday,Night,2011-05-01 18:35:00,2011,18,2010s
20112165,Vic,Saturday,Multiple,No,No,100,Pedestrian,Female,60,No,No,40_to_64,Weekend,Day,2011-05-01 11:00:00,2011,11,2010s
20113072,Qld,Friday,Multiple,No,No,60,Passenger,Male,16,No,No,0_to_16,Weekend,Night,2011-04-01 22:00:00,2011,22,2010s
20112223,Vic,Saturday,Single,No,No,100,Passenger,Male,17,No,No,17_to_25,Weekend,Night,2011-04-01 21:50:00,2011,21,2010s
20111041,NSW,Saturday,Single,No,No,100,Driver,Male,16,No,No,0_to_16,Weekend,Night,2011-04-01 05:05:00,2011,5,2010s
20115122,WA,Friday,Single,No,No,110,Motorcycle rider,Male,22,No,No,17_to_25,Weekend,Night,2011-04-01 19:00:00,2011,19,2010s
20113153,Qld,Sunday,Single,No,No,100,Pedestrian,Male,23,No,Yes,17_to_25,Weekend,Night,2011-04-01 05:00:00,2011,5,2010s
20115029,WA,Saturday,Multiple,No,No,60,Motorcycle rider,Male,25,No,No,17_to_25,Weekend,Night,2011-04-01 19:45:00,2011,19,2010s
20112134,Vic,Saturday,Single,No,No,100,Driver,Male,21,No,No,17_to_25,Weekend,Night,2011-04-01 20:03:00,2011,20,2010s
20113072,Qld,Friday,Multiple,No,No,60,Passenger,Male,18,No,No,17_to_25,Weekend,Night,2011-04-01 22:00:00,2011,22,2010s
20115157,WA,Saturday,Single,No,No,50,Passenger,Male,18,No,No,17_to_25,Weekend,Night,2011-04-01 20:15:00,2011,20,2010s
20115107,WA,Friday,Single,No,No,60,Motorcycle rider,Male,39,No,Yes,26_to_39,Weekend,Night,2011-04-01 19:45:00,2011,19,2010s
20111056,NSW,Sunday,Single,No,No,100,Passenger,Male,31,No,Yes,26_to_39,Weekend,Night,2011-04-01 00:20:00,2011,0,2010s
20112085,Vic,Friday,Multiple,No,No,100,Passenger,Female,37,No,No,26_to_39,Weekend,Night,2011-04-01 19:00:00,2011,19,2010s
20113072,Qld,Friday,Multiple,No,No,60,Passenger,Female,17,No,No,17_to_25,Weekend,Night,2011-04-01 22:00:00,2011,22,2010s
20113148,Qld,Saturday,Single,Yes,No,60,Driver,Male,27,No,No,26_to_39,Weekend,Night,2011-04-01 04:00:00,2011,4,2010s
20111227,NSW,Sunday,Single,No,No,100,Driver,Male,31,No,No,26_to_39,Weekend,Night,2011-04-01 03:30:00,2011,3,2010s
20111144,NSW,Saturday,Single,No,No,100,Driver,Male,39,No,No,26_to_39,Weekend,Night,2011-04-01 21:00:00,2011,21,2010s
20111190,NSW,Friday,Multiple,No,No,50,Pedal cyclist,Male,44,No,No,40_to_64,Weekend,Night,2011-04-01 19:50:00,2011,19,2010s
20112085,Vic,Friday,Multiple,No,No,100,Driver,Male,42,No,No,40_to_64,Weekend,Night,2011-04-01 19:00:00,2011,19,2010s
20113173,Qld,Friday,Single,No,No,100,Driver,Male,23,No,No,17_to_25,Weekend,Night,2011-04-01 20:00:00,2011,20,2010s
20111058,NSW,Saturday,Single,No,No,50,Driver,Male,56,No,No,40_to_64,Weekend,Night,2011-04-01 21:30:00,2011,21,2010s
20113128,Qld,Saturday,Single,No,No,60,Driver,Male,33,No,No,26_to_39,Weekend,Night,2011-04-01 00:00:00,2011,0,2010s
20113137,Qld,Saturday,Single,No,No,50,Passenger,Male,22,No,No,17_to_25,Weekend,Night,2011-04-01 01:00:00,2011,1,2010s
20111118,NSW,Saturday,Single,No,No,100,Driver,Male,56,No,No,40_to_64,Weekend,Night,2011-04-01 04:00:00,2011,4,2010s
20112044,Vic,Monday,Single,No,No,60,Motorcycle rider,Male,20,No,No,17_to_25,Weekday,Night,2011-04-01 22:20:00,2011,22,2010s
20112189,Vic,Monday,Multiple,No,No,70,Passenger,Male,20,No,No,17_to_25,Weekday,Night,2011-04-01 22:15:00,2011,22,2010s
20113132,Qld,Tuesday,Multiple,No,Yes,80,Driver,Male,29,No,No,26_to_39,Weekday,Night,2011-04-01 05:00:00,2011,5,2010s
20111258,NSW,Tuesday,Multiple,No,Yes,80,Driver,Male,28,No,No,26_to_39,Weekday,Night,2011-04-01 04:00:00,2011,4,2010s
20111294,NSW,Wednesday,Single,No,No,60,Passenger,Male,21,No,No,17_to_25,Weekday,Night,2011-04-01 21:17:00,2011,21,2010s
20116013,Tas,Friday,Single,No,No,80,Driver,Female,19,No,Yes,17_to_25,Weekend,Night,2011-04-01 23:20:00,2011,23,2010s
20112038,Vic,Thursday,Single,No,No,70,Passenger,Male,22,No,No,17_to_25,Weekday,Night,2011-04-01 02:10:00,2011,2,2010s
20113146,Qld,Thursday,Multiple,No,Yes,100,Driver,Male,40,No,No,40_to_64,Weekday,Night,2011-04-01 18:00:00,2011,18,2010s
20112004,Vic,Friday,Single,No,No,100,Driver,Male,41,No,Yes,40_to_64,Weekend,Night,2011-04-01 22:30:00,2011,22,2010s
20114046,SA,Tuesday,Multiple,No,Yes,90,Driver,Male,42,No,No,40_to_64,Weekday,Night,2011-04-01 05:35:00,2011,5,2010s
20112032,Vic,Tuesday,Multiple,No,Yes,110,Passenger,Female,49,No,No,40_to_64,Weekday,Night,2011-04-01 18:55:00,2011,18,2010s
20111079,NSW,Saturday,Single,No,No,100,Driver,Male,53,No,Yes,40_to_64,Weekend,Night,2011-04-01 22:30:00,2011,22,2010s
20113120,Qld,Tuesday,Single,No,No,100,Motorcycle rider,Male,49,No,No,40_to_64,Weekday,Night,2011-04-01 19:00:00,2011,19,2010s
20115149,WA,Tuesday,Single,No,No,110,Passenger,Female,33,No,No,26_to_39,Weekday,Night,2011-04-01 20:31:00,2011,20,2010s
20112065,Vic,Tuesday,Single,No,No,100,Driver,Female,46,No,No,40_to_64,Weekday,Night,2011-04-01 22:50:00,2011,22,2010s
20114056,SA,Thursday,Multiple,No,No,100,Motorcycle rider,Male,29,No,No,26_to_39,Weekday,Night,2011-04-01 05:40:00,2011,5,2010s
20115042,WA,Saturday,Multiple,No,No,110,Driver,Male,21,No,No,17_to_25,Weekend,Day,2011-04-01 12:46:00,2011,12,2010s
20115042,WA,Saturday,Multiple,No,No,110,Passenger,Male,20,No,No,17_to_25,Weekend,Day,2011-04-01 12:46:00,2011,12,2010s
20115040,WA,Saturday,Single,No,No,60,Driver,Male,18,No,No,17_to_25,Weekend,Day,2011-04-01 08:20:00,2011,8,2010s
20111149,NSW,Saturday,Multiple,No,No,60,Passenger,Male,71,No,No,65_to_74,Weekend,Night,2011-04-01 23:30:00,2011,23,2010s
20112241,Vic,Sunday,Single,No,No,100,Motorcycle rider,Male,20,No,No,17_to_25,Weekend,Day,2011-04-01 16:55:00,2011,16,2010s
20115101,WA,Sunday,Single,No,No,110,Driver,Male,48,No,No,40_to_64,Weekend,Day,2011-04-01 11:00:00,2011,11,2010s
20111012,NSW,Sunday,Multiple,No,No,100,Motorcycle pillion passenger,Male,40,No,No,40_to_64,Weekend,Day,2011-04-01 16:15:00,2011,16,2010s
20111012,NSW,Sunday,Multiple,No,No,100,Motorcycle rider,Male,48,No,No,40_to_64,Weekend,Day,2011-04-01 16:15:00,2011,16,2010s
20115078,WA,Sunday,Single,No,No,50,Motorcycle rider,Female,50,No,No,40_to_64,Weekend,Day,2011-04-01 12:50:00,2011,12,2010s
20115072,WA,Sunday,Single,No,No,110,Driver,Male,31,No,Yes,26_to_39,Weekend,Day,2011-04-01 11:20:00,2011,11,2010s
20112094,Vic,Saturday,Single,No,No,100,Passenger,Female,17,No,No,17_to_25,Weekend,Day,2011-04-01 07:05:00,2011,7,2010s
20113006,Qld,Sunday,Multiple,No,No,100,Motorcycle pillion passenger,Female,55,No,No,40_to_64,Weekend,Day,2011-04-01 11:00:00,2011,11,2010s
20113006,Qld,Sunday,Multiple,No,No,100,Motorcycle rider,Male,62,No,No,40_to_64,Weekend,Day,2011-04-01 11:00:00,2011,11,2010s
20112222,Vic,Sunday,Single,No,No,100,Driver,Male,57,No,No,40_to_64,Weekend,Day,2011-04-01 11:30:00,2011,11,2010s
20114040,SA,Sunday,Single,No,No,110,Driver,Male,66,No,No,65_to_74,Weekend,Day,2011-04-01 12:45:00,2011,12,2010s
20112232,Vic,Saturday,Single,No,No,100,Driver,Female,68,No,No,65_to_74,Weekend,Day,2011-04-01 14:25:00,2011,14,2010s
20113172,Qld,Saturday,Single,No,No,100,Driver,Male,48,No,Yes,40_to_64,Weekend,Night,2011-04-01 22:00:00,2011,22,2010s
20112118,Vic,Saturday,Multiple,No,No,70,Motorcycle rider,Male,24,No,No,17_to_25,Weekend,Day,2011-04-01 17:05:00,2011,17,2010s
20112064,Vic,Sunday,Multiple,No,No,100,Driver,Male,77,No,No,75_or_older,Weekend,Day,2011-04-01 16:30:00,2011,16,2010s
20114091,SA,Sunday,Single,No,No,60,Driver,Male,87,No,No,75_or_older,Weekend,Day,2011-04-01 15:05:00,2011,15,2010s
20112227,Vic,Thursday,Multiple,No,No,60,Passenger,Male,3,No,No,0_to_16,Weekday,Day,2011-04-01 15:03:00,2011,15,2010s
20112198,Vic,Thursday,Single,No,No,100,Passenger,Male,15,No,No,0_to_16,Weekday,Day,2011-04-01 17:05:00,2011,17,2010s
20112127,Vic,Tuesday,Multiple,No,No,100,Motorcycle rider,Male,25,No,No,17_to_25,Weekday,Day,2011-04-01 08:09:00,2011,8,2010s
20111285,NSW,Monday,Multiple,No,Yes,100,Driver,Female,24,No,No,17_to_25,Weekday,Day,2011-04-01 13:40:00,2011,13,2010s
20113109,Qld,Thursday,Single,No,No,100,Passenger,Male,29,No,Yes,26_to_39,Weekday,Day,2011-04-01 14:00:00,2011,14,2010s
20117008,NT,Wednesday,Single,No,No,110,Passenger,Male,32,No,No,26_to_39,Weekday,Day,2011-04-01 16:30:00,2011,16,2010s
20113169,Qld,Monday,Multiple,No,No,100,Driver,Female,38,No,Yes,26_to_39,Weekday,Day,2011-04-01 14:00:00,2011,14,2010s
20114057,SA,Tuesday,Multiple,No,Yes,110,Driver,Female,35,No,No,26_to_39,Weekday,Day,2011-04-01 07:40:00,2011,7,2010s
20112181,Vic,Thursday,Multiple,No,No,100,Pedal cyclist,Female,47,No,No,40_to_64,Weekday,Day,2011-04-01 11:00:00,2011,11,2010s
20114009,SA,Wednesday,Multiple,No,No,50,Motorcycle pillion passenger,Female,53,No,No,40_to_64,Weekday,Day,2011-04-01 09:34:00,2011,9,2010s
20111033,NSW,Tuesday,Single,No,No,100,Driver,Male,46,No,No,40_to_64,Weekday,Day,2011-04-01 08:50:00,2011,8,2010s
20111283,NSW,Friday,Multiple,No,No,100,Motorcycle rider,Male,61,No,No,40_to_64,Weekday,Day,2011-04-01 15:22:00,2011,15,2010s
20111261,NSW,Thursday,Single,No,No,100,Driver,Male,45,No,No,40_to_64,Weekday,Day,2011-04-01 17:10:00,2011,17,2010s
20113195,Qld,Monday,Multiple,No,No,100,Passenger,Female,49,No,Yes,40_to_64,Weekday,Day,2011-04-01 13:00:00,2011,13,2010s
20112016,Vic,Tuesday,Multiple,No,No,50,Motorcycle rider,Male,16,No,No,0_to_16,Weekday,Day,2011-04-01 16:54:00,2011,16,2010s
20112128,Vic,Thursday,Multiple,No,No,60,Driver,Female,49,No,No,40_to_64,Weekday,Day,2011-04-01 06:05:00,2011,6,2010s
20114085,SA,Thursday,Multiple,No,No,80,Motorcycle rider,Male,53,No,No,40_to_64,Weekday,Day,2011-04-01 08:55:00,2011,8,2010s
20114057,SA,Tuesday,Multiple,No,Yes,110,Passenger,Male,48,No,No,40_to_64,Weekday,Day,2011-04-01 07:40:00,2011,7,2010s
20116010,Tas,Wednesday,Multiple,No,Yes,110,Driver,Female,42,No,No,40_to_64,Weekday,Day,2011-04-01 06:05:00,2011,6,2010s
20115136,WA,Monday,Single,Yes,No,50,Passenger,Male,63,No,No,40_to_64,Weekday,Day,2011-04-01 13:00:00,2011,13,2010s
20112031,Vic,Wednesday,Single,No,No,80,Passenger,Female,65,No,No,65_to_74,Weekday,Day,2011-04-01 12:43:00,2011,12,2010s
20111231,NSW,Monday,Multiple,No,No,50,Motorcycle pillion passenger,Male,25,No,Yes,17_to_25,Weekday,Night,2011-04-01 21:30:00,2011,21,2010s
20113111,Qld,Monday,Multiple,No,No,50,Motorcycle rider,Male,16,No,No,0_to_16,Weekday,Day,2011-04-01 15:00:00,2011,15,2010s
20113111,Qld,Monday,Multiple,No,No,50,Motorcycle pillion passenger,Male,19,No,No,17_to_25,Weekday,Day,2011-04-01 15:00:00,2011,15,2010s
20111016,NSW,Wednesday,Single,No,No,100,Passenger,Male,83,No,No,75_or_older,Weekday,Day,2011-04-01 07:40:00,2011,7,2010s
20115135,WA,Friday,Multiple,No,Yes,80,Driver,Male,81,No,No,75_or_older,Weekday,Day,2011-04-01 11:47:00,2011,11,2010s
20111004,NSW,Thursday,Single,No,No,50,Motorcycle rider,Male,20,No,Yes,17_to_25,Weekday,Day,2011-04-01 17:05:00,2011,17,2010s
20112239,Vic,Thursday,Multiple,No,No,70,Motorcycle rider,Male,39,No,Yes,26_to_39,Weekday,Day,2011-04-01 14:45:00,2011,14,2010s
20113084,Qld,Monday,Multiple,No,No,100,Driver,Female,78,No,No,75_or_older,Weekday,Day,2011-04-01 15:00:00,2011,15,2010s
20112129,Vic,Monday,Single,No,No,100,Passenger,Female,78,No,No,75_or_older,Weekday,Day,2011-04-01 16:00:00,2011,16,2010s
20112129,Vic,Monday,Single,No,No,100,Driver,Male,79,No,No,75_or_older,Weekday,Day,2011-04-01 16:00:00,2011,16,2010s
20112250,Vic,Friday,Multiple,No,No,100,Motorcycle rider,Male,75,No,No,75_or_older,Weekday,Day,2011-04-01 14:30:00,2011,14,2010s
20111166,NSW,Monday,Single,No,No,100,Driver,Male,84,No,No,75_or_older,Weekday,Day,2011-04-01 15:00:00,2011,15,2010s
20115037,WA,Thursday,Single,No,No,70,Motorcycle rider,Male,30,No,Yes,26_to_39,Weekday,Day,2011-04-01 15:22:00,2011,15,2010s
20115002,WA,Thursday,Single,No,No,60,Driver,Male,15,No,No,0_to_16,Weekday,Night,2011-04-01 05:00:00,2011,5,2010s
20112131,Vic,Sunday,Single,No,Yes,60,Pedestrian,Male,23,No,Yes,17_to_25,Weekend,Night,2011-04-01 22:45:00,2011,22,2010s
20112069,Vic,Friday,Single,No,No,70,Pedestrian,Male,46,No,No,40_to_64,Weekend,Night,2011-04-01 22:23:00,2011,22,2010s
20113018,Qld,Saturday,Single,No,No,80,Pedestrian,Male,18,No,No,17_to_25,Weekend,Night,2011-04-01 00:00:00,2011,0,2010s
20112083,Vic,Saturday,Single,No,No,100,Pedestrian,Male,33,No,No,26_to_39,Weekend,Night,2011-04-01 19:00:00,2011,19,2010s
20114052,SA,Thursday,Single,No,Yes,110,Pedestrian,Male,38,No,No,26_to_39,Weekday,Night,2011-04-01 20:20:00,2011,20,2010s
20113057,Qld,Thursday,Single,No,No,70,Pedestrian,Female,48,No,No,40_to_64,Weekday,Night,2011-04-01 18:00:00,2011,18,2010s
20114090,SA,Saturday,Single,No,No,50,Pedestrian,Male,71,No,No,65_to_74,Weekend,Day,2011-04-01 11:05:00,2011,11,2010s
20115109,WA,Saturday,Single,No,No,60,Pedestrian,Male,95,No,Yes,75_or_older,Weekend,Day,2011-04-01 08:00:00,2011,8,2010s
20114087,SA,Saturday,Single,No,Yes,80,Pedestrian,Male,89,No,No,75_or_older,Weekend,Day,2011-04-01 06:30:00,2011,6,2010s
20112051,Vic,Saturday,Single,No,No,50,Pedestrian,Male,48,No,No,40_to_64,Weekend,Day,2011-04-01 09:00:00,2011,9,2010s
20117001,NT,Thursday,Single,No,No,60,Passenger,Male,14,No,No,0_to_16,Weekday,Night,2011-04-01 01:40:00,2011,1,2010s
20117003,NT,Thursday,Single,No,No,70,Pedestrian,Male,41,No,No,40_to_64,Weekday,Day,2011-04-01 08:04:00,2011,8,2010s
20111021,NSW,Thursday,Single,No,No,70,Pedestrian,Female,54,No,No,40_to_64,Weekday,Day,2011-04-01 17:17:00,2011,17,2010s
20111047,NSW,Thursday,Single,Yes,No,50,Pedestrian,Male,57,No,No,40_to_64,Weekday,Day,2011-04-01 16:57:00,2011,16,2010s
20111122,NSW,Friday,Single,No,No,50,Pedestrian,Male,32,No,No,26_to_39,Weekday,Night,2011-04-01 00:10:00,2011,0,2010s
20111067,NSW,Thursday,Single,No,No,100,Pedestrian,Male,78,No,Yes,75_or_older,Weekday,Day,2011-04-01 09:55:00,2011,9,2010s
20115149,WA,Tuesday,Single,No,No,110,Passenger,Female,0,No,No,0_to_16,Weekday,Night,2011-04-01 20:31:00,2011,20,2010s
20115026,WA,Thursday,Multiple,No,Yes,110,Driver,Male,59,No,Yes,40_to_64,Weekday,Night,2011-04-01 21:15:00,2011,21,2010s
20114015,SA,Thursday,Multiple,No,No,110,Passenger,Male,68,No,Yes,65_to_74,Weekday,Day,2011-04-01 09:35:00,2011,9,2010s
20112140,Vic,Friday,Single,No,No,100,Passenger,Male,0,No,No,0_to_16,Weekend,Night,2011-03-01 18:35:00,2011,18,2010s
20113043,Qld,Sunday,Single,No,No,60,Motorcycle rider,Male,18,No,No,17_to_25,Weekend,Night,2011-03-01 22:00:00,2011,22,2010s
20112067,Vic,Saturday,Multiple,Yes,No,80,Passenger,Female,19,No,No,17_to_25,Weekend,Night,2011-03-01 18:00:00,2011,18,2010s
20111251,NSW,Saturday,Multiple,No,No,70,Driver,Male,17,No,No,17_to_25,Weekend,Night,2011-03-01 18:10:00,2011,18,2010s
20111197,NSW,Monday,Single,No,No,100,Driver,Female,19,No,No,17_to_25,Weekend,Night,2011-03-01 00:20:00,2011,0,2010s
20112156,Vic,Friday,Single,No,No,100,Driver,Female,19,No,No,17_to_25,Weekend,Night,2011-03-01 18:55:00,2011,18,2010s
20113102,Qld,Saturday,Single,No,No,50,Motorcycle rider,Male,37,No,No,26_to_39,Weekend,Night,2011-03-01 00:00:00,2011,0,2010s
20112086,Vic,Saturday,Multiple,No,No,50,Driver,Male,30,No,No,26_to_39,Weekend,Night,2011-03-01 20:47:00,2011,20,2010s
20112177,Vic,Friday,Multiple,No,No,100,Driver,Male,21,No,No,17_to_25,Weekend,Night,2011-03-01 18:02:00,2011,18,2010s
20113004,Qld,Saturday,Multiple,No,No,100,Driver,Male,49,No,No,40_to_64,Weekend,Night,2011-03-01 00:00:00,2011,0,2010s
